,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair,noise_flags_sentence1,noise_flags_sentence2,major_noise_sentence1,major_noise_sentence2,major_noisy_pair
1111,"In next week 's drill , "" our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" Ridge said .",""" Our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" including use of weapons of mass destruction , Ridge said .",0,1241,"in next week 's drill , "" our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" ridge said .",""" our objective is to improve the nation 's capacity to save lives in ... a terrorist event , "" including use of weapons of mass destruction , ridge said .",True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
1139,"The other 18 people inside the building -- two visitors and 16 employees , including Harrison 's ex-girlfriend -- escaped unharmed , Aaron said .","The other 18 people in the building , including Harrison 's ex-girlfriend , were not injured , police spokesman Don Aaron said .",1,1271,"the other 18 people inside the building two visitors and 16 employees , including harrison 's exgirlfriend escaped unharmed , aaron said .","the other 18 people in the building , including harrison 's exgirlfriend , were not injured , police spokesman don aaron said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1174,The OneNote note-taking tool is listed at £ 169.99 while the InfoPath XML ( Extensible Markup Language ) data gathering application is priced at £ 179.99 .,The OneNote note-taking tool is listed at $ 273 while the InfoPath XML data gathering application is priced at $ 289 .,1,1309,the onenote notetaking tool is listed at 169.99 while the infopath xml extensible markup language data gathering application is priced at 179.99 .,the onenote notetaking tool is listed at 273 while the infopath xml data gathering application is priced at 289 .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
1183,"Spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 GMT , having marched up to $ 369.50 -- a level not seen since February 10 .","Spot gold was quoted at $ 358.65 / 359.15 an ounce at 0500 GMT , having darted as high as $ 359.25 -- a level not seen since February 25 .",0,1318,"spot gold was quoted at 367.90 368.60 an ounce at 1000 gmt , having marched up to 369.50 a level not seen since february 10 .","spot gold was quoted at 358.65 359.15 an ounce at 0500 gmt , having darted as high as 359.25 a level not seen since february 25 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1199,"That ought to be the standard — not how many people sign up , "" he said .",""" That ought to be the standard , not how many people actually signed up , "" Mr. Rule told the judge .",1,1335,"that ought to be the standard not how many people sign up , "" he said .",""" that ought to be the standard , not how many people actually signed up , "" mr. rule told the judge .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1265,"Voters in Cleveland Heights , Ohio , were asked to decide whether to allow same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .","Voters in Cleveland Heights , Ohio , approved a proposal allowing same-sex couples -- and also unmarried heterosexual couples -- to officially register as domestic partners .",1,1411,"voters in cleveland heights , ohio , were asked to decide whether to allow samesex couples and also unmarried heterosexual couples to officially register as domestic partners .","voters in cleveland heights , ohio , approved a proposal allowing samesex couples and also unmarried heterosexual couples to officially register as domestic partners .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1277,The government says the changes are necessary if Israel is to compete successfully in the global marketplace and attract investment .,"However , the Israeli government argues that changes in Israel ’ s state-controlled economy are necessary if the state is to compete in the global marketplace .",1,1425,the government says the changes are necessary if israel is to compete successfully in the global marketplace and attract investment .,"however , the israeli government argues that changes in israel s statecontrolled economy are necessary if the state is to compete in the global marketplace .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1284,"Massachusetts does not have a state death penalty , and only once before - in Michigan - has the federal death penalty been given in a state without capital punishment .","Massachusetts has no state death penalty , and only once before -- in Michigan -- has the federal death penalty been given in a state without capital punishment .",1,1433,"massachusetts does not have a state death penalty , and only once before in michigan has the federal death penalty been given in a state without capital punishment .","massachusetts has no state death penalty , and only once before in michigan has the federal death penalty been given in a state without capital punishment .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1286,"We caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , CBS Calgary medical director .",""" We 're delighted the testing has worked -- we caught this ... and haven 't sent it into the blood supply , "" said Dr. Dale Towns , Calgary medical director of CBS .",0,1435,"we caught this ... and haven 't sent it into the blood supply , "" said dr. dale towns , cbs calgary medical director .",""" we 're delighted the testing has worked we caught this ... and haven 't sent it into the blood supply , "" said dr. dale towns , calgary medical director of cbs .",True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1319,""" After what happened here ... it 's tacky and unpatriotic , "" said JoAnn Marquis , visiting the site with her husband from Salem , Mass .",""" It 's nasty , "" said JoAnn Marquis , visiting with her husband from Salem , Mass . "" After what happened here .",1,1469,""" after what happened here ... it 's tacky and unpatriotic , "" said joann marquis , visiting the site with her husband from salem , mass .",""" it 's nasty , "" said joann marquis , visiting with her husband from salem , mass . "" after what happened here .",True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1340,"With Claritin 's decline , Schering-Plough 's best-selling products now are two drugs used together to treat hepatitis C , the antiviral pill ribavirin and an interferon medicine called Peg-Intron .","With Claritin 's decline , Schering-Plough 's best-selling products are now antiviral drug ribavirin and an interferon medicine called Peg-Intron -- two drugs used together to treat hepatitis C.",1,1495,"with claritin 's decline , scheringplough 's bestselling products now are two drugs used together to treat hepatitis c , the antiviral pill ribavirin and an interferon medicine called pegintron .","with claritin 's decline , scheringplough 's bestselling products are now antiviral drug ribavirin and an interferon medicine called pegintron two drugs used together to treat hepatitis c.",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1353,""" There were a number of bureaucratic and administrative missed signals -- there 's not one person who 's responsible here , "" Gehman said .","In turning down the NIMA offer , Gehman said , ' ' there were a number of bureaucratic and administrative missed signals here .",0,1509,""" there were a number of bureaucratic and administrative missed signals there 's not one person who 's responsible here , "" gehman said .","in turning down the nima offer , gehman said , ' ' there were a number of bureaucratic and administrative missed signals here .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1429,"The singer has been on a ventilator since the crash at his Buckinghamshire estate last night , but his condition was described as “ stable ” and “ comfortable ” .","The singer has been on a ventilator since the crash at his Buckinghamshire estate on Monday , with his condition last night described as “ stable and comfortable ” .",1,1591,"the singer has been on a ventilator since the crash at his buckinghamshire estate last night , but his condition was described as stable and comfortable .","the singer has been on a ventilator since the crash at his buckinghamshire estate on monday , with his condition last night described as stable and comfortable .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1495,"Utah 's median household income also took a hit , falling 1.8 percent , from $ 48,875 to $ 47,978 .","Georgia 's median household income dropped about 0.9 percent to $ 43,096 -- a $ 408 dip .",0,1666,"utah 's median household income also took a hit , falling 1.8 percent , from 48,875 to 47,978 .","georgia 's median household income dropped about 0.9 percent to 43,096 a 408 dip .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1497,"Larger rivals , including Tesco and Sainsbury ’ s , were excluded from the bid battle following a Competition Commission inquiry last month .","A Competition Commission inquiry last month has already excluded larger rivals Tesco , Asda and J Sainsbury from the bid race .",0,1668,"larger rivals , including tesco and sainsbury s , were excluded from the bid battle following a competition commission inquiry last month .","a competition commission inquiry last month has already excluded larger rivals tesco , asda and j sainsbury from the bid race .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1519,"Spot gold was fetching $ 365.25 / 366.25 an ounce at 0520 GMT , having galloped as high as $ 368.90 -- a level not seen since February 10 .","Spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 GMT , having marched up to $ 369.50 -- a level not seen since February 10 .",0,1690,"spot gold was fetching 365.25 366.25 an ounce at 0520 gmt , having galloped as high as 368.90 a level not seen since february 10 .","spot gold was quoted at 367.90 368.60 an ounce at 1000 gmt , having marched up to 369.50 a level not seen since february 10 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1574,SEA 05D is the Naval Sea Systems Command ’ s technical authority for surface ship design and engineering .,The Future Concepts and Surface Ship Design Group is the Naval Sea Systems Command ’ s technical authority for all surface ship design and engineering .,1,1752,sea 05d is the naval sea systems command s technical authority for surface ship design and engineering .,the future concepts and surface ship design group is the naval sea systems command s technical authority for all surface ship design and engineering .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1604,"President Vlad imir Putin threw his weight behind Russia ’ s main pro-Kremlin political party for the first time last week , ahead of parliamentary elections .",President Vladimir Putin threw his weight for the first time on Saturday behind Russia 's main pro-Kremlin political party ahead of parliamentary elections .,1,1784,"president vlad imir putin threw his weight behind russia s main prokremlin political party for the first time last week , ahead of parliamentary elections .",president vladimir putin threw his weight for the first time on saturday behind russia 's main prokremlin political party ahead of parliamentary elections .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1645,"The hot technologies -- networking , storage and wireless products -- will be front and center this week .","Storage , networking and wireless products will be prevalent at the show .",1,1832,"the hot technologies networking , storage and wireless products will be front and center this week .","storage , networking and wireless products will be prevalent at the show .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1678,"Bush said resistance forces hostile to the U.S. presence "" feel like ... the conditions are such that they can attack us there .",There are some who feel like the conditions are such that they can attack us there .,1,1867,"bush said resistance forces hostile to the u.s. presence "" feel like ... the conditions are such that they can attack us there .",there are some who feel like the conditions are such that they can attack us there .,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1719,""" This new division will be focused on the vitally important task of protecting the nation 's cyber assets so that we may best protect the nation ’ s critical infrastructure assets . """,""" This new division will be focused on the vitally important task of protecting the nation 's cyberassets so that we may best protect the nation 's critical infrastructure assets , "" he added .",1,1910,""" this new division will be focused on the vitally important task of protecting the nation 's cyber assets so that we may best protect the nation s critical infrastructure assets . """,""" this new division will be focused on the vitally important task of protecting the nation 's cyberassets so that we may best protect the nation 's critical infrastructure assets , "" he added .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1724,"The government identified the alleged hijackers as Francisco Lamas Carón , 29 , Luis Alberto Suarez Acosta , 22 , and Yosvani Martínez Acosta , 27 .","The ministry said the hijackers Francisco Lamas Caron , 29 ; Luis Alberto Suarez Acosta , 22 ; and Yosvani Martinez Acosta , 27 , shot themselves for unknown reasons .",0,1917,"the government identified the alleged hijackers as francisco lamas carón , 29 , luis alberto suarez acosta , 22 , and yosvani martínez acosta , 27 .","the ministry said the hijackers francisco lamas caron , 29 luis alberto suarez acosta , 22 and yosvani martinez acosta , 27 , shot themselves for unknown reasons .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
1762,And the First Amendment doesn 't say that the free exercise of religion is allowed — except in government buildings .,The amendment deals with the free exercise of religion versus the government establishment of a religion .,0,1958,and the first amendment doesn 't say that the free exercise of religion is allowed except in government buildings .,the amendment deals with the free exercise of religion versus the government establishment of a religion .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1768,"But the institute says the department "" woefully underestimates "" the changes that would occur under the proposal .",But the institute says the department ‘ ‘ woefully underestimates ’ ’ the changes that would occur if the proposal is implemented .,1,1964,"but the institute says the department "" woefully underestimates "" the changes that would occur under the proposal .",but the institute says the department woefully underestimates the changes that would occur if the proposal is implemented .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1779,Prisoners were tortured and executed -- their ears and scalps severed for souvenirs .,"They frequently tortured and shot prisoners , severing ears and scalps for souvenirs .",1,1977,prisoners were tortured and executed their ears and scalps severed for souvenirs .,"they frequently tortured and shot prisoners , severing ears and scalps for souvenirs .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1835,Qualcomm has enjoyed many years of selling CDMA chips against little or no competition .,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",1,2041,qualcomm has enjoyed many years of selling cdma chips against little or no competition .,""" qualcomm has enjoyed many years of selling ... against little or no competition , "" hubach said in the statement .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
1861,"Whether it works out , timewise , that I can march with all four ... we 'll see what happens , "" he said .","Whether it works out timewise with all four , I don 't know but we will see what happens . """,1,2070,"whether it works out , timewise , that i can march with all four ... we 'll see what happens , "" he said .","whether it works out timewise with all four , i don 't know but we will see what happens . """,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1870,"My view is these al-Qaeda terrorists - and I believe it was al-Qaeda - would prefer to have many such events . """,""" My view is that these Al Qaeda terrorists -- and I believe it was Al Qaeda -- would prefer to have many such events . """,1,2080,"my view is these alqaeda terrorists and i believe it was alqaeda would prefer to have many such events . """,""" my view is that these al qaeda terrorists and i believe it was al qaeda would prefer to have many such events . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1876,Only two bidders of the six have expressed interest in the whole pie - oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Jr .,Only two of the bidders have so far expressed interest in buying all the assets -- Davis and Bronfman .,1,2086,only two bidders of the six have expressed interest in the whole pie oil tycoon marvin davis and seagram heir edgar bronfman jr .,only two of the bidders have so far expressed interest in buying all the assets davis and bronfman .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
1880,"However , one subset of women — those on hormonal treatment following chemotherapy — appeared to show improvement in survival .","However , one subset of patients , women on hormonal treatment following chemotherapy , "" appeared to show a favorable trend to improvement in survival . """,1,2090,"however , one subset of women those on hormonal treatment following chemotherapy appeared to show improvement in survival .","however , one subset of patients , women on hormonal treatment following chemotherapy , "" appeared to show a favorable trend to improvement in survival . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1881,"Intel ’ s Xeon surpassed HP ’ s PA-RISC to become the most often used processor , rising from 76 systems in June to 152 systems in November .","Intel 's Xeon surpassed HP 's PA-RISC to become the processor most often used , rising from 76 systems in June to 152 systems in November .",1,2091,"intel s xeon surpassed hp s parisc to become the most often used processor , rising from 76 systems in june to 152 systems in november .","intel 's xeon surpassed hp 's parisc to become the processor most often used , rising from 76 systems in june to 152 systems in november .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
1916,Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs .,Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs .,1,2129,two atlanta companies that have not been accused of wrongdoing delta air lines inc. and the home depot were mentioned as having excessive pay packages for its ceos .,two atlantabased companies that have not been accused of wrongdoing delta air lines and home depot were also mentioned by witnesses as having excessive pay packages for ceos .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1918,Mr Blair admitted in a newspaper article Mr Bush ’ s critics were “ rubbing their hands at the scope for embarrassing him ” .,The Prime Minister today admitted that critics are “ rubbing their hands at the scope for embarrassing him ” .,1,2131,mr blair admitted in a newspaper article mr bush s critics were rubbing their hands at the scope for embarrassing him .,the prime minister today admitted that critics are rubbing their hands at the scope for embarrassing him .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
1978,It was the third time in four years that wildfires forced the park to close .,"For the third time in four years wildfires closed Mesa Verde National Park , the country ’ s only park dedicated to ancient ruins .",0,2194,it was the third time in four years that wildfires forced the park to close .,"for the third time in four years wildfires closed mesa verde national park , the country s only park dedicated to ancient ruins .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2026,"Since Perkins ' arrival at UConn in 1990 from Maryland , UConn has fielded six national championship teams in three sports - men 's and women 's basketball and men 's soccer .","Since Perkins arrived at UConn in 1990 from Maryland , the Huskies have fielded six national championship teams in three sports -- men 's basketball , women 's basketball and men 's soccer .",1,2248,"since perkins ' arrival at uconn in 1990 from maryland , uconn has fielded six national championship teams in three sports men 's and women 's basketball and men 's soccer .","since perkins arrived at uconn in 1990 from maryland , the huskies have fielded six national championship teams in three sports men 's basketball , women 's basketball and men 's soccer .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2034,"Dennehy 's family reported him missing June 19 , seven days after he was last seen on campus .","Dennehy ’ s family reported him missing June 19 , about a week after he was last seen on the Baylor campus in Waco .",1,2258,"dennehy 's family reported him missing june 19 , seven days after he was last seen on campus .","dennehy s family reported him missing june 19 , about a week after he was last seen on the baylor campus in waco .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2038,"Most of that - $ 51 billion - was for American troops in Iraq , while another $ 10 billion was for U.S. forces in Afghanistan .","Most of that – $ US51 billion – was for American troops in Iraq , while another $ US10 billion was for US forces in Afghanistan .",1,2262,"most of that 51 billion was for american troops in iraq , while another 10 billion was for u.s. forces in afghanistan .","most of that us51 billion was for american troops in iraq , while another us10 billion was for us forces in afghanistan .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2046,""" Californians understand that we have some real problems in the state and they want common-sense solutions , and recall isnt one of them , "" Davis adviser Roger Salazar said .",""" Californians understand that we have some real problems ... and they want commonsense solutions , and recall isn 't one of them , "" said Davis adviser Roger Salazar .",1,2273,""" californians understand that we have some real problems in the state and they want commonsense solutions , and recall isnt one of them , "" davis adviser roger salazar said .",""" californians understand that we have some real problems ... and they want commonsense solutions , and recall isn 't one of them , "" said davis adviser roger salazar .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2050,"Sylvan Shalom , the Israeli Foreign Minister , said there was a possibility that Mr Bush “ will come to this area ” .","Shalom said there was also a possibility that "" the president will come to this area . """,1,2277,"sylvan shalom , the israeli foreign minister , said there was a possibility that mr bush will come to this area .","shalom said there was also a possibility that "" the president will come to this area . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2074,""" Kahuku Ranch has world - class qualities - tremendous resources , tremendous beauty and tremendous value to global biodiversity . """,""" Kahuku Ranch has world-class qualities — tremendous resources , tremendous beauty and tremendous value to global biodiversity , "" he said .",1,2305,""" kahuku ranch has world class qualities tremendous resources , tremendous beauty and tremendous value to global biodiversity . """,""" kahuku ranch has worldclass qualities tremendous resources , tremendous beauty and tremendous value to global biodiversity , "" he said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2097,Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths .,"On Thursday , Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier .",0,2330,taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths .,"on thursday , taiwan reported 131 suspected cases of the disease up 11 cases from a day earlier .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2138,""" Instead of pursuing the most imminent and real threats to our future -- terrorism -- this Bush administration chose to settle old scores , "" he said .",""" Instead of pursuing the most imminent and real threats - international terrorists , "" Graham said , "" this Bush administration chose to settle old scores . """,1,2376,""" instead of pursuing the most imminent and real threats to our future terrorism this bush administration chose to settle old scores , "" he said .",""" instead of pursuing the most imminent and real threats international terrorists , "" graham said , "" this bush administration chose to settle old scores . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2155,The Fed afterglow lingered well into Wednesday and enhanced demand for the second installment of a massive U.S. Treasury refunding -- $ 18 billion in five-year notes .,"In the second installment of a three-legged , record $ 58 billion refunding , the U.S. Treasury is slated to sell $ 18 billion in five-year notes on Wednesday .",0,2397,the fed afterglow lingered well into wednesday and enhanced demand for the second installment of a massive u.s. treasury refunding 18 billion in fiveyear notes .,"in the second installment of a threelegged , record 58 billion refunding , the u.s. treasury is slated to sell 18 billion in fiveyear notes on wednesday .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2156,The festival kicked off yesterday one day after the Competition Commission delivered its final verdict to the Government on the proposed £ 4.1 billion merger .,"The Competition Commission delivered its verdict yesterday on the proposed merger of the two big ITV players , Carlton and Granada .",0,2399,the festival kicked off yesterday one day after the competition commission delivered its final verdict to the government on the proposed 4.1 billion merger .,"the competition commission delivered its verdict yesterday on the proposed merger of the two big itv players , carlton and granada .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2203,"Rep. Louise Slaughter , D-N.Y. , declared , "" The Congress of the United States has never -- ever -- outlawed a medical procedure .",""" The Congress of the United States has never — ever — outlawed a medical procedure , "" said Rep. Louise McIntosh Slaughter ( D-N.Y. ) .",1,2453,"rep. louise slaughter , dn.y. , declared , "" the congress of the united states has never ever outlawed a medical procedure .",""" the congress of the united states has never ever outlawed a medical procedure , "" said rep. louise mcintosh slaughter dn.y. .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
