,sentence1,sentence2,label,predicted_label
409,tony-award winning dancer and actor gregory hines died of cancer saturday in los angeles .,"hines died yesterday in los angeles of cancer , publicist allen eichorn said .",1,True
410,"in april , it had forecast operating earnings in the range of 60 to 80 cents  share .",kodak expects earnings of  cents to 25 cents  share in the quarter .,1,True
411,"hampton township is  few miles northeast of bay city , about 100 miles away .","hampton township is located  few kilometers northeast of bay city , near michigan ' thumb .",1,True
412,"and his justification for the bombing was that while it caused short-term material damage , it was for the long-term moral good of bali .","and he justified bombing bali by saying that while it had caused material devastation , it was for the island ' long-term moral good .",1,True
413,"it indicates , robert said ,  that terrorists really don ’  care who they attack .", it also indicates the terrorists really don ' care who they attack . ,1,robert
414,the supreme court long ago held that students could not be compelled to join in the pledge .,the .. supreme court has previously ruled that students are not compelled to say the pledge of allegiance .,1,False
415,"kids , adults , booksellers and postal workers all are preparing for  harry potter and the order of the phoenix . ",the crates are full of hardback copies of  harry potter and the order of the phoenix . ,0,True
416,colgate shares closed monday at $ 56.30 on the new york stock exchange .,colgate shares were down 30 cents at $ 56 in morning trade on the new york stock exchange .,0,True
417,"iraq ' nuclear program had been dismantled and there was no convincing evidence it was being revived , the report said .","iraq ' nuclear program had been dismantled , and there  was no convincing evidence of its reconstitution . ",1,False
418,cadbury schweppes plc plans to cut 5500 jobs and shut factories after  . billion ( $ a11. billion ) acquisition spree over the past three years inflated costs .,"cadbury schweppes has unveiled plans to slash ,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree .",1,False
419, these foods have an almost identical effect on lowering cholesterol as the original cholesterol-lowering drugs . ,we have now proven that these foods have an almost identical effect on lowering cholesterol as the original cholesterol-reducing drugs .,1,True
420,"  felt that if  disagreed with rosie too much  would lose my job ,  she said .",cavender did say :   felt that if  disagreed with rosie too much  would lose my job . ,1,False
421,"state supreme court justice ira gammerman said in court this morning ,  it was an ill-conceived lawsuit . ",new york supreme court justice ira gammerman said in his statement that the lawsuit was  ill-conceived . ,1,True
422,"the former president also gave numerous speeches in 2002 without compensation , said his spokesman jim kennedy .",his spokesman jim kennedy said the former president also gave more than 70 speeches in 2002 without compensation .,1,True
423,mayor joe . parker said late thursday that the three workers were two men and  woman who were inside the building when the first blast occurred .,"the missing workers , two men and  woman , were inside the building when the first blast occurred , mayor joe . parker said .",1,False
424,kaichen appeared wednesday in federal court on two bank robbery charges .,"she appeared in federal court wednesday , but did not enter  plea .",0,False
425,the monkeys could track their progress by watching  schematic representation of the arm and its motions on  video screen .,"the arm was kept in  separate room , but the monkeys could track their progress by watching  representation of the arm and its motions on  video screen .",0,False
426,"as  result , 24 players broke par in the first round .","twenty-four players broke par in the first round , the third highest figure in .. open history .",0,True
427,"magner , who is 54 and known as marge , has been the consumer group ' chief operating officer since april 2002 , and sits on citigroup ' management committee .","she has been the consumer unit ' chief operating officer since april 2002 , and sits on citigroup ' management committee .",1,marge magner
428,"the nasdaq composite index advanced 20.59 , or . percent , to ,616.50 , after gaining . percent last week .","the technology-laced nasdaq composite index climbed 19.11 points , or . percent , to ,615.02 .",0,True
429,"closed sessions are routinely held at the united nations tribunal that deals with balkan war crimes , but usually to protect witnesses ' safety .","closed sessions are routinely held at the .. tribunal that deals with balkan war crimes , but they are usually closed to protect witnesses who fear for their safety .",1,False
430,"although it ' unclear whether sobig was to blame , the new york times also asked employees at its headquarters yesterday to shut down their computers because of  system difficulties . ",the new york times asked employees at its headquarters to shut down their computers yesterday because of  computing system difficulties . ,1,True
431,"the incubation period in cattle is four to five years , said stephen sundlof of the .. food and drug administration .","the incubation period in cattle is four to five years , said dr. stephen sundlof of the food and drug administration ( news - web sites ) .",1,True
432,"his band in the early 1930 ' included the pianist teddy wilson , the saxophonist chu berry , the trombonist . . higginbotham and the drummer sid catlett .","his band in the early 1930s included pianist teddy wilson , saxophonist chu berry , trombonist .. higginbotham and drummer sid catlett .",1,False
433,"we feel so strongly about this issue that we are suspending sales and distribution of scolinux until these issues are resolved ,  sontag said .",we feel so strongly about this issue that we are suspending sales and distribution of sco linux until these issues are resolved . ,1,True
434,aiken ' study appears in the sept . 24 issue of the journal of the american medical association .,the findings appear in wednesday ' journal of the american medical association .,1,aiken
435,"slightly more than half of the profit shortfall results from  sales slump , with weakness spread across the company ' various geographic and end markets .","slightly more than half of the earnings miss was due to  sales slump , with weakness was spread across the company ' various geographic and end markets .",1,weakness was spread across
436,iran has yet to sign an additional protocol to the npt treaty which would allow .. inspections at short notice .,"iran has yet to sign an additional protocol to the nuclear non-proliferation treaty , which it signed in 1970 , that would allow iaea inspections at short notice .",1,True
437,"they came despite what ba called   difficult quarter  , which it said included unofficial industrial action at heathrow .","ba said the second quarter , which included unofficial industrial action at heathrow , had been difficult .",1,False
438,"in addition , the justice department said that the fbi has conducted ' ' fewer than 10 ' ' investigations involving visits to mosques .","in addition ,  fewer than 10  fbi offices have conducted investigations involving visits to islamic mosques , the justice department said .",1,fewer than 10
439,"he refused to reveal what percentage of flights carried sky marshals , or whether they would be increased .",he refused to say what percentage of domestic flights had security officers on board .,0,False
440,dean told reporters traveling on his 10-city  sleepless summer  tour that he considered campaigning in texas  challenge .,"today , dean ends his four-day , 10-city  sleepless summer  tour in chicago and new york .",0,False
441,"the victim , whose name was not released , underwent surgery at the hospital .","the wounded doctor , whose name was withheld , underwent surgery at the hospital for three gunshot wounds .",0,True
442,"those conversations had not taken place as of tuesday night , according to an oracle spokeswoman .","those talks have not taken place , according to an oracle spokeswoman .",1,False
443,"other features include filevault , which secures the contents of  home directory with 128-bit aes encryption on the fly ."," new feature dubbed filevault , also new in panther , secures the contents of  user ' home directory with 128-bit aes encryption .",1,True
444,an arrest warrant claimed bryant assaulted the woman june 30 at  hotel .,"according to an arrest warrant , bryant , 24 , attacked  woman on june 30 .",1,True
445,"investigators uncovered  -inch bone fragment from beneath the concrete slab thursday , but it turned out to be an animal bone , authorities said .","investigators uncovered  -inch bone fragment thursday night , but authorities said it was from an animal .",1,investigators uncovered
446,"after saddam ' regime crumbled in early april , it had to wait for legal hurdles to be crossed before sales could resume .","after saddam ' regime crumbled in early april , legal hurdles had to be cleared before sales could resume .",1,True
447,the number of extremely obese adults  those who are at least 100 pounds overweight  has quadrupled since the 1980s to about  million .,"the number of americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to  startling  million , the research shows .",1,True
448,the research firm earlier had forecast an increase of . percent .,the firm had predicted earlier this year  . percent increase .,1,True
449,investigators used  jackhammer and hand tools to conduct the search but halted work for several hours while waiting for the anthropologist to arrive from indianapolis .,investigators used  jackhammer and hand tools to conduct the search but halted it until an anthropologist arrived in the northwestern indiana city from indianapolis .,1,True
450,"stripping out the extraordinary items , fourth-quarter earnings were 64 cents  share compared to 25 cents  share in the prior year .",earnings were 59 cents  share for the three months ended may 25 compared with 15 cents  share  year earlier .,0,True
451,"the company will be able to start recording profits from hps immediately , perot systems spokeswoman mindy brown said .","the company will begin adding to perot systems ' profits immediately , the company said .",1,True
452,"white house officials also deleted  reference to  1999 study showing that global temperatures had risen sharply in the previous decade compared with the last ,000 years .","the revised draft removed  reference to  1999 study showing global temperatures had risen sharply in the past decade compared to the previous ,000 years .",1,False
453,the leading actress nod went to energetic newcomer marissa jaret winokur as edna ' daughter tracy .,"marissa jaret winokur , as tracy , won for best actress in  musical .",1,True
454,"in january 2000 , notebooks represented less than 25 percent of sales volume .","that compares with january 2000 , when laptops represented less than 25 percent of sales volume , npd said .",1,True
455,"federal and local officials , including bush , saw no apparent sign of terrorism .",federal officials earlier said there is no evidence of terrorism .,1,True
456,".. inspectors later said the documents were old and irrelevant  some administrative material , some from  failed and well-known uranium-enrichment program of the 1980s .",they said some of the documents were administrative paper work and some about  failed and well-known uranium-enrichment program of the 1980s .,1,False
457,"griffith ,  mount airy native , now lives on the north carolina coast in manteo .","griffith , 77 , grew up in mount airy and now lives in manteo .",1,True
458, divided supreme court ruled monday that congress can force the nation ' public libraries to equip computers with anti-pornography filters .,"the supreme court said monday the government can require public libraries to equip computers with anti-pornography filters , rejecting librarians ' complaints that the law amounts to censorship .",0,supreme court
459,"it will also delay the retirement of mr wightwick , 62 , who agreed to stay on until the deal was completed and buhrmann bedded down in paperlinx .","it will delay the retirement of mr wightwick , 62 , who agreed to stay on until buhrmann is bedded down inside paperlinx .",1,True
460,"os angeles - ' ' the hulk ' ' was  monster at the box office in its debut weekend , taking in  june opening record of $ 62. million ."," the hulk  took in $ 62. million at the box office ,  monster opening and  new june record .",1,the hul
461,"their leader , abu bakr al-azdi , turned himself in in june ; his deputy was killed in  recent shootout with saudi forces .","their leader , abu bakr al-azdi , surrendered in june ; his deputy was killed in  shoot-out with saudi forces recently .",1,True
462,several current and former ferry officers have said the rules were routinely ignored and seldom enforced .,some current and former ferry employees have said those rules were often ignored .,1,False
463," further testing is still under way , but at this stage , given the early detection , the outlook in such instances would be positive ,  the specialist said yesterday ."," but at this stage , given the early detection , the outlook in such instances would be positive ,  he said .",0,True
464,"it will also help reform the royal solomon islands police , strengthen the courts and prisons system and protect key institutions such as the finance ministry from intimidation .","the intervention force will confiscate weapons , reform the police , strengthen the courts and prison system and protect key institutions such as the finance ministry .",0,False
465,"the bishop of armidale , peter brain , was forthright ."," he hasn ' got much choice ,  said the bishop of armidale , peter brain .",0,False
466,"heavy weekend rain and runoff from heavy snowmelt sent  mountain creek on  rampage , washing out  culvert and opening the sinkhole in -70 east of vail .","rain and runoff from heavy snow sent  mountain creek on  rampage , washing out  culvert and opening  22-foot-wide sinkhole in interstate 70 east of vail .",1,True
467,"spinal concepts , launched in 1996 , makes orthopedic medical devices used during spinal fusion surgical procedures .",spinal concepts makes spinal fixation products used during spinal fusion surgery .,1,True
468,the spacecraft is scheduled to blast off as early as tomorrow or as late as friday from the jiuquan launching site in the gobi desert .,the spacecraft is scheduled to blast off between next wednesday and friday from  launching site in the gobi desert .,1,False
469,state republican chairman kris warner said the gop would not shy away from referring to wise ' problems in the 2004 gubernatorial campaign .,state gop chairman kris warner said the gop would not shy away in 2004 from referring to wise ' problems .,1,state gop chairman
470,the others were given copies of  dr. atkins ' new diet revolution  and told to follow it .,the researchers gave copies of  dr. atkins ' new diet revolution  to the carb-cutters .,0,researchers gave carb-
471,"druce is still being held at the prison and is now in isolation , she said .",druce last night was held in isolation at the same prison .,1,True
472,nbc also announced it has struck  deal to keep er on the air for three more seasons .,nbc also announced that it has extended its deal with warner brothers television to keep er on the air for at least three more seasons .,1,True
473,"also weighing on the market was news that general motors gm. planned to issue $ 10 billion in debt , in part to plug  hole in its pension plan .","also hurting was news general motors gm. was to issue $ 10 billion in debt , in part to plug  hole in its pension plan .",1,True
474,"in court , she briefly waved to courtroom sketch artists seated in the jury box and quietly made notes in  spiral-bound notebook .",stewart waved to courtroom sketch artists seated in the jury box and took notes in  spiral-bound notebook during the hearing .,1,False
475,"on sunday ,  .. soldier was killed and another injured in southern iraq when  munitions dump exploded .","on sunday ,  .. soldier was killed and another injured when  munitions dump they were guarding exploded in southern iraq .",1,True
476,the new research will be published soon in the proceedings of the national academy of sciences .,it will appear in the next few weeks on the web site of the proceedings of the national academy of sciences .,1,False
477," these allegations are completely out of character of the kobe bryant we know ,  the statement read ."," these allegations are completely out of character of the kobe bryant we know ,  lakers general manager mitch kupchak said .",1,False
478,"jackson ' visit came after  relatively peaceful night in benton harbor , which sits in southwestern michigan about 100 miles northeast of chicago .","jackson ' visit followed  relatively peaceful night thursday in benton harbor , about 100 miles northeast of chicago .",1,jackson
479,the attacks came as mr sharon faced down the hardline central committee of his likud party in jerusalem .,news of the hebron incident filtered out as mr sharon was facing the hardline central committee of his likud party in jerusalem .,1,False
480,"the third appointment was to  new job , executive vice president and chief staff officer .","bruce . hawthorne , 53 , was named executive vice president and chief staff officer .",0,True
481,"the hearing occurred  day after the pentagon for the first time singled out an officer , dallager , for not addressing the scandal .",the hearing came one day after the pentagon for the first time singled out an officer - dallager - for failing to address the scandal .,1,hearing came one day
482,"sars went on to claim the lives of 44 people in the toronto area , including two nurses and  doctor .","the virus killed 44 people in the toronto area , including one doctor and two nurses .",1,False
483,"the world health organization — another lilly partner , along with the centers for disease control and prevention and purdue university — has declared tb  global emergency .",the world health organization  which is participating in the initiative along with the centers for disease control and prevention and purdue university  has declared tb  global emergency .,1,True
484,five jordanian embassy staff were wounded but were in stable condition .,some media reported that jordanian embassy staff were killed in the attack .,0,True
485,this northern autumn us trainers will work with soldiers from four north african countries on patrolling and gathering intelligence .,"later this year , the command will send trainers with soldiers from four north african nations on patrolling and intelligence gathering missions .",1,True
486,.. district judge edmund sargus ruled that the akron-based company should have determined that changes at one of its plants would increase overall pollution emissions .,"firstenergy corp. should have determined that modernizing one of its plants would increase overall pollution emissions , .. district judge edmund sargus ruled thursday .",1,False
487," the case has been ready to go for some time ,  said fbi special agent craig dahle in birmingham ."," the case has been ready to go for some time ,  said dahle ,  spokesman for the birmingham office .",1,False
488," one can say that the euro at the moment is about at the level which better reflects the fundamentals ,  he said ."," the euro at the moment is at  level that better reflects the fundamentals ,  the ecb president said .",1,True
489,thats why the americans with all their technology cant find him .,that ' why the americans - with all their technology - can ' find him . ,1,thats why the
490,.. district judge william steele set  hearing tomorrow on the lawsuit .,.. district judge william steele has set the hearing on the suit for wednesday .,1,True
491,board chancellor robert bennett declined to comment on personnel matters tuesday .,"mr. mills declined to comment yesterday , saying that he never discussed personnel matters .",1,False
492,"we are electing  president of the united states , not  staff . "," we are electing  president of the united states , not  staff ,  kerry said .",1,True
493,"the router will be available in the first quarter of 2004 and will cost around $ 200 , the company said .","netgear prices the wgt634u super wireless media router , which will be available in the first quarter of 2004 , at under $ 200 .",1,True
494,"the nation ' median household income , adjusted for inflation , declined . percent , to $ 42,409 in 2002 , the census bureau reported friday .","the number of americans living in poverty increased by . million last year , and the median household income declined by . percent , the census bureau reported yesterday .",0,False
495,the picture changes  bit should sen. hillary rodham clinton be the democratic presidential candidate .,the picture changes slightly should new york sen. hillary rodham clinton end up as the democratic presidential candidate .,1,True
496,bremer said one initiative is to launch  $ 70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects .,"bremer said he would launch  $ 70-million program in the next two weeks to clean up neighborhoods across iraq and build community projects , but gave no details .",1,True
497,"her lawyers filed  lawsuit against the dallas county district attorney , henry wade , challenging texas ' abortion laws .","in 1969 , ms. mccorvey ' attorneys filed suit against dallas county district attorney henry wade challenging the state ' abortion laws .",1,mccor
498,"police said the suspected marriott suicide bomber was asmar latin sani , 28 , from the island of sumatra ."," sibling also identified sani , 28 , who was from the island of sumatra , police said .",0,False
499,"both were  few metres apart , mr laczynski pressing against the metal fence dividing court officials from the crowd .","separated by  few metres , mr laczynski pressed against the metal fence which divides court officials from the crowd .",1,True
500,the european union was due monday to demand iran accept  urgently and unconditionally  tougher nuclear inspections and to link compliance with  pending trade deal .,"the european union was due on monday to demand that iran accept  urgently and unconditionally  tougher inspections of its nuclear program , linking compliance to  pending trade deal .",1,False
501,"advances in aids treatments in recent years , some experts are saying , could be undermining efforts to promote safe sex .","advances in aids treatments in recent years , some experts say , may be undermining efforts to promote safer-sex practices .",1,True
502,viles ' body was discovered four hours later after he failed to respond to  call to return to his housing unit .,viles was found dead after the three failed to respond to  routine call to return to their housing units .,1,True
503,"every thursday ,  grains management committee meets in the commission ' agriculture directorate to decide the outcome of  weekly export tender .", grains management committee normally meets each thursday in the commission ' agriculture unit  another target of wednesday ' raids  to decide the outcome of  weekly export tender .,0,grains management committee normally
504,"about ,500 firefighters here and north of the neighboring city of rancho cucamonga battled flames with helicopters , air tankers and bulldozers .","about 1500 firefighters in fontana and the neighbouring city of rancho cucamonga battled flames with helicopters , air tankers and bulldozers .",1,True
505,"once seated , the anonymous jurors will be driven back and forth to court in vans with tinted windows to protect their identities .",the judge planned to have the anonymous jurors driven back and forth to court in vans with tinted windows to protect their identities .,1,False
506,she was taken by ambulance to charing cross hospital in hammersmith .,"she was taken to charing cross hospital , where she remained critically ill last night .",0,True
507,pappas said he wouldn ' hesitate about asking graham to substitute .,"pappas , the teacher , said he wouldn ' hesitate having graham as  substitute .",1,False
508," there is no doubt about the chemical programme , biological programme , indeed nuclear programme , indeed all that was documented by the un ,  he said .","he added :  there is no doubt about the chemical programme , the biological programme and indeed the nuclear weapons programme .",0,False
509,he said the attackers left behind leaflets urging staff at the ishtar sheraton to stop working at the hotel and demanding .. forces leave iraq .,he said the attackers left behind leaflets urging workers at the ishtar sheraton to stop working at the hotel .,0,True
510,"deirdre hisler , government canyon ' manager , said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it .","deirdre hisler , government canyon ' manager , said the state long has coveted this piece of property , and is eager to complete the deal .",1,deird
511,"with the expose feature , all open windows shrink to fit on the screen but are still clear enough to identify .","with the expose ( ex-poh-say ) feature , all the open windows on the desktop immediately shrink to fit on the screen but are still clear enough to identify .",1,True
512,he faces  maximum sentence of 59 to 87 years in prison if convicted .,iffel was hit with 22 weapons charges and faces up to 87 years in prison if convicted .,0,True
513,"elan would receive an additional $ 25 million in january if skelaxin retains patent exclusivity , and get  cut of sales on  sliding scale through 2021 .",elan would receive an additional $ 25 million in january if skelaxin retains patent exclusivity and would also get  five percent share of sales from 2005 .,1,True
514,"still , he noted miami must decide whether to seek acc membership for the next school year by june 30 to adhere to big east guidelines .","still , he noted that miami must decide whether to seek ... membership by june 30 to adhere to big east guidelines .",1,True
515,"police today charged three men , one aged 28 and two aged 26 , with attempted murder , torture , rape , assault occasioning bodily harm , armed robbery and burglary .","four men were arrested and have been charged with attempted murder , torture , rape , assault , armed robbery and burglary .",1,True
516,"the new policy gives greatest weight to grades , test scores and  student ' high school curriculum .","academic achievement  including grades , test scores and high school curriculum  are given the highest priority .",1,True
517,mcgill also detailed the hole that had been cut in the caprice ' trunk .,mcgill also said  dark glove was stuffed into  hole that had been cut in the caprice ' trunk .,0,True
518,"imclone systems inc. and osi pharmaceuticals inc. are developing similar medications , designed to target tumor cells while sparing healthy ones .","iressa is similar to medicines being developed by imclone systems inc. and osi pharmaceuticals inc . , designed to precisely target tumor cells while sparing healthy ones .",1,True
519,"shares in eds closed on thursday at $ 18.51 ,  gain of  cents .","shares of eds closed thursday at $ 18.51 , up  cents on the new york stock exchange .",1,True
520,"jirsa is being introduced as marshall head coach today at  noon news conference in the bob hartley / big green room of cam henderson center , the herald-dispatch learned .",jirsa will be introduced as the 25th marshall basketball coach today at  press conference in the henderson center ’  big green room .,1,jir
521,richard grasso quit as chairman last week after losing the support of his board amid public furor over his $ 140 million pay package .,grasso quit last week in the wake of  firestorm of criticism over his $ 140 million compensation package .,1,True
522,"police chief superintendent jesus verzosa , who heads the national police intelligence group that had custody of ghozi , has offered to resign , according to ebdane .","police chief superintendent jesus verzosa , who heads the national police intelligence group , which had custody of al-ghozi , offered his resignation , and ebdane accepted it .",1,False
523,"powerful mistral winds were fanning the flames , which have destroyed more than ,000 hectares ( 20,000 acres ) of pinewood since the blazes started monday afternoon .","powerful mistral winds were fanning the flames , which have destroyed more than 8000 hectares of pinewood since the blazes began on monday afternoon .",1,True
524,"and as more than 100 people on death rows have been exonerated , other states have abridged or considered abridging the use of the death penalty .","as more than 100 people sentenced to death have been exonerated across the nation , other states have abridged or considered abridging the use of the death penalty .",1,True
525,the differences between grassley and thomas on energy and medicare have become so pointed that other members say their angry personal relationship is embarrassing the party .,their differences on energy and medicare have become so pointed other members say it is embarrassing to the party .,1,False
526,numan was the baath party ' regional command chairman responsible for west baghdad .,al-numan was  longtime member of the regional command of the baath party .,0,False
527,"instead , prosecutors dismissed charges and rucker left the courtroom  free man .",instead he left the courtroom  free man after authorities dismissed criminal charges .,1,False
528,lleyton hewitt yesterday traded his tennis racquet for his first sporting passion - australian football - as the world champion relaxed before his wimbledon title defence .,lleyton hewitt yesterday traded his tennis racquet for his first sporting passion – australian rules football – as the world champion relaxed ahead of his wimbledon defence .,1,lleyton
529,microsoft says customers can install applications and software on their handset wirelessly or from  pc via usb connection .,additional applications and software can be downloaded via the phone or from  pc via  usb connection .,1,True
530,shares of schering-plough were off  cents at $ 16.78 near midday on the new york stock exchange .,shares of schering-plough closed down  cents at $ 16.76 in thursday trade on the new york stock exchange .,1,True
531,"the episcopal church ' ' is alienating itself from the anglican communion , ' ' said the very rev. peter karanja , provost of the all saints cathedral , in nairobi .","in nairobi , the provost of all saints cathedral , the very reverend peter karanja , said the us episcopal church was alienating itself from the anglican communion .",1,the episcopal church
532," the issue has been resolved ,  marlins president david samson said through  club spokesman .",the marlins only said :  the issue has been resolved . ,1,False
533,"the broader standard & poor ' 500 index .spx was down .04 points , or  percent , at 971.52 .","standard & poor ' 500 stock index futures for june were down .60 points at 965.70 , while nasdaq futures were down .50 points at ,183.50 .",0,True
534,"  don ' see the urgency of this , and  am not going to grant this request . ","  don ' see the urgency in this so  ' not going to grant it ,  west said .",1,don't see
535,"in its statement , the bank said it believed  the long-term prospects for the energy sector in the united kingdom remain attractive . "," we believe the long-term prospects for the energy sector in the uk remain attractive ,  goldman said .",1,True
536,"the tour plans to make stops in 103 cities before rallying in washington on oct. - , and in new york city on oct. - .","the tour will stop in 103 cities before rallying in washington on oct.  and  , and new york on oct.  and  .",1,True
537," city-grown pollution , and ozone in particular , is tougher on country trees ,  says cornell university ecologist jillian gregg .","  know this sounds counterintuitive , but it ' true : city-grown pollution  and ozone in particular  is tougher on country trees ,  .. ecologist jillian gregg said .",0,True
538,"elecia battle , of cleveland , told police she dropped her purse as she left the quick shop food mart last week after buying the ticket .",elecia battle dropped her purse after buying the mega millions lottery ticket last week and believes the ticket blew away .,0,True
539,"when fully operational , the facility is expected to employ up to ,000 people .","the plant would employ ,000 people when fully built out , the company said .",1,True
540,the senate agreed tuesday to lift  10-year-old ban on the research and development of low-yield nuclear weapons .,both the house and senate bills would end the ban on research and development of low-yield nuclear weapons .,0,False
541,"shares of mcdonald ' rose $ .83 , or . percent , to close at the day ' high of $ 23.89 .",mcdonald ' shares rose $ .83 to close friday at $ 23.89 on the new york stock exchange .,1,shares of m
542,the girls and three of the cadets were cited for underage drinking .,"the girls , ages 16 and 18 , were ticketed for underage drinking along with three of the cadets .",1,True
543,oracle corp ' chairman and ceo larry ellison didn ' rule out sweetening the company ' unsolicited offer to acquire rival peoplesoft inc .,oracle chairman larry ellison has hinted that the company could yet again increase its offer for rival peoplesoft .,1,oracle corp
544,"former indiana rep. frank mccloskey , 64 , died sunday in bloomington after  battle with bladder cancer .",mccloskey died sunday afternoon in his home after  year-long battle with bladder cancer .,1,False
545,the bill also requires the fcc to hold at least five public hearings before voting on future ownership changes .,another component of the bill would require the fcc to hold at least five public hearings on future ownership rule changes before voting .,1,False
546,state government sources said travis ' move was  direct result of the controversy over the boudin parole decision .,sources say this decision was  direct result of the decision to release boudin .,1,False
547,"the nikkei average closed up . percent at ,152.16 ,  one-month high .","the nikkei average ended the morning up half  percent at ,071.00 .",0,True
548,"according to the census bureau , the hispanic population increased by . percent from the april 2000 census figures .","the hispanic population increased by .8per cent from the april 2000 census figures , despite less favourable social and economic conditions than in the 1990s .",0,True
549,the company said it would cut the wholesale price of most top-line cds to $ .09 from $ 12.02 .,the company also said it would cut wholesale prices on cassettes and change the suggested retail price to $ .98 .,0,True
550,the plane was estimated to be within 100 pounds of its maximum takeoff weight .,"us airways flight 5481 , which crashed jan.  , was judged to be within 100 pounds of its maximum takeoff weight .",0,True
551,"the house has passed prescription-drug legislation in the last two sessions , but the senate has failed to do so .","the house has passed bills the past two congresses , but the senate has not .",1,False
552,"he failed  field sobriety test and  blood-alcohol test produced  reading of .18  well above tennessee ' level of presumed intoxication of .10 , police said .","the player ' eyes were bloodshot and  blood-alcohol test produced  reading of .18 - well above tennessee ' level of presumed intoxication of .10 , the report said .",1,he failed field
553,"ti further said that , as  result of the license agreement , it will not change its prices for omap devices .","in  joint statement , the companies said that as  result of the license agreement , ti will not be changing its prices .",1,True
554,perkins will travel to lawrence today and meet with kansas chancellor robert hemenway .,perkins and kansas chancellor robert hemenway declined comment sunday night .,0,False
555,"continuing the record-setting pace of recent years , personal bankruptcies rose . percent in the 12 months ending sept . 30 , the administrative office of the .. courts said friday .","the record-setting pace of new personal bankruptcies continued in the 12 months ending sept . 30 , with their number rising . percent , according to data released friday .",1,personal bankruptcie
556,three southern politicians who ``stood up to ancient hatreds ' ' were honored monday with profile in courage awards from the john . kennedy library and museum .,barnes is one of three politicians honored monday by the john . kennedy library and museum with the profile in courage award .,0,three southern politicians honored
557,"enstrom and kabat focused their work on 35,561 people who had never smoked but had spouses who did .","the study focused on the 35,561 people who had never smoked , but who lived with  spouse who did .",1,False
558,symantec yesterday bought ssl vpn appliance vendor safeweb for $ 26 million in cash .,symantec monday said it will acquire ssl vpn appliance provider safeweb for $ 26 million in cash .,1,True
559,more than 100 police officers were involved in the busts that were the culmination of  two-year operation investigating the cocaine importing and money laundering gang .,more than 100 officers launched the london raids in the final phase of  two-year operation investigating  cocaine and money laundering ring .,1,True
560,but the plan was dropped because some of the terrorists were uncomfortable that schoolchildren would be their victims .,but the plan was abandoned as some in the group were uncomfortable the victims would be schoolchildren .,1,True
561," senior whitehall official said :  it devalued the currency , there is no question about that ."," senior whitehall official said recently :  it devalued the currency , there is no question about that it was  monumental cock-up . ",0,True
562, the recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead . ,"the recent turnaround in the stock market and an easing in unemployment claims  may signal more favorable economic times ahead ,  she said .",0,True
563,"early wednesday , the benchmark 10-year us10yt = rr had lost 16 / 32 in price , driving its yield up to .33 percent from .26 percent late tuesday .","further out the curve , the benchmark 10-year note us10yt = rr shed 26 / 32 in price , taking its yield to .27 percent from .17 percent .",1,True
564,"the army said the raid , which comes just days after israeli troops shot and killed abdullah kawasme , the hamas leader in the city , targeted militants in hamas .","the arrests came just days after israeli troops shot and killed abdullah kawasme , the militant group ' leader in hebron .",0,False
565,"energy and commerce committee chairman billy tauzin , -la . , said friday that he will hold  hearing on the blackout as soon as lawmakers return in september .","house energy and commerce committee chairman billy tauzin , -la . , said his committee will hold  hearing on the power outage in september .",1,Sentence 1
566,"also , businesses throughout utah are volunteering to display amber alerts on their signs .",other businesses are volunteering to put the alerts on their electronic signs and billboards .,1,True
567,"says ibm :  electrons come down from the poly-silicon emitter , accelerate through the sige base , and make  turn in the soi layer towards the collector contact electrode ."," electrons come down from the polysilicon emitter , accelerate through the sige base and make  turn in the soi layer towards the collector contact electrode ,  the company said .",1,False
568,"in march , sco group filed  lawsuit against ibm charging unfair competition and breach of contract .","sco is suing ibm for misappropriation of trade secrets , tortious interference , unfair competition and breach of contract .",0,True
569,"senate minority leader tom daschle , -.. , is leading the opposition .","  think it will pass ,  senate minority leader tom daschle , -.. , said in washington .",0,False
570,"according to market research from the npd group , the number of people downloading music dropped from 14. million in april to 10. million in june .","the number of households acquiring music fell from  high of 14. million in april to 12. million in may and 10. million in june , according to npd .",1,True
571,beleaguered telecommunications gear maker lucent technologies is being investigated by two federal agencies for possible violations of .. bribery laws in its operations in saudi arabia .,two federal agencies are investigating telecommunications gear maker lucent technologies for possible violations of .. bribery laws in its operations in saudi arabia .,1,True
572,extra guidance on countering suicide bombers is now being given to officers in london and will be extended over the next month to police around the country .,"extra guidance on countering suicide bombers is now being given to officers in london , and will be extended to other forces next month .",1,True
573,the passion will feature actor james caviezel as christ and actress monica bellucci as mary magdalene .,"directed by gibson , the reported $ 25 million production stars jim caviezel as jesus and monica bellucci as mary magdalene .",1,True
574,".. officials say the six were , like other prisoners at the .. naval base in cuba , suspected of involvement with al-qaida , afghanistan ' taliban or some other group .","us officials say the six , like other prisoners at guantanamo , were suspected of involvement with al-qaeda , afghanistan ' taliban or some other group .",1,False
